32°43′10″N,32.71950857,117°09′51″W,-117.16407966,0.3135,326.239°
32°42′34″N,32.70948072,117°09′16″W,-117.15446282,0.579,138.32°
32°42′26″N,32.7071527,117°09′27″W,-117.15753704,0.6282,160.832°
32°42′53″N,32.71484503,117°09′53″W,-117.16482155,0.2259,254.149°
32°42′41″N,32.71134096,117°09′11″W,-117.15316073,0.552,123.406°
32°43′31″N,32.72538586,117°09′44″W,-117.16211439,0.6695,354.865°
32°43′21″N,32.72248372,117°10′01″W,-117.1669256,0.5769,323.925°
32°42′48″N,32.71339375,117°08′58″W,-117.14947274,0.6944,103.491°
32°43′12″N,32.71997168,117°09′02″W,-117.15043523,0.6849,64.704°
32°43′10″N,32.71956937,117°09′04″W,-117.15124213,0.6306,65.167°
32°43′31″N,32.72531876,117°09′52″W,-117.1645286,0.6918,343.17°
32°42′35″N,32.70960888,117°09′26″W,-117.15734072,0.4763,152.803°
32°42′53″N,32.71468192,117°09′44″W,-117.16231679,0.1023,224.489°
32°43′03″N,32.71747077,117°09′33″W,-117.1590549,0.1681,44.571°
32°43′18″N,32.72176024,117°09′59″W,-117.16626282,0.5138,324.114°
32°43′06″N,32.71820022,117°09′38″W,-117.16065902,0.172,8.259°
32°43′12″N,32.72007895,117°10′18″W,-117.17165604,0.6841,296.017°
32°43′15″N,32.7208995,117°09′06″W,-117.15157955,0.6578,57.156°
32°42′55″N,32.71513945,117°08′59″W,-117.14967313,0.6648,93.564°
32°43′12″N,32.72007997,117°10′20″W,-117.17218904,0.7121,294.928°
32°42′32″N,32.70883488,117°09′16″W,-117.15457383,0.6091,141.567°
32°43′13″N,32.72022369,117°10′09″W,-117.16905693,0.5577,303.773°
32°43′27″N,32.72402799,117°09′44″W,-117.1623012,0.5773,352.957°
32°43′20″N,32.72226585,117°09′17″W,-117.15468332,0.5849,39.518°
32°42′58″N,32.71622456,117°09′15″W,-117.15428057,0.397,85.139°
32°43′02″N,32.71717199,117°09′53″W,-117.16463023,0.2288,295.67°
32°43′25″N,32.72353219,117°09′41″W,-117.16127151,0.5388,358.839°
32°42′23″N,32.70649848,117°09′21″W,-117.15584766,0.7075,154.505°
32°43′28″N,32.72433338,117°09′40″W,-117.16099791,0.5941,0.482°
32°43′02″N,32.71713266,117°09′35″W,-117.1597053,0.1254,39.747°
32°43′02″N,32.71735572,117°09′53″W,-117.16467624,0.2369,298.158°
32°42′52″N,32.71430775,117°09′32″W,-117.15885534,0.163,127.336°
32°42′38″N,32.7106866,117°09′17″W,-117.15472305,0.5086,133.344°
32°42′38″N,32.71068508,117°09′36″W,-117.16004388,0.3544,170.176°
32°43′31″N,32.72529072,117°09′56″W,-117.16557837,0.7101,338.406°
32°42′37″N,32.71021757,117°10′15″W,-117.17092745,0.6879,236.318°
32°42′58″N,32.71614531,117°09′54″W,-117.16493007,0.2254,277.175°
32°42′24″N,32.70672389,117°10′00″W,-117.16661911,0.7013,207.326°
32°42′43″N,32.71196537,117°10′08″W,-117.1687539,0.5167,239.692°
32°42′54″N,32.715056,117°09′05″W,-117.15146943,0.5611,94.817°
32°43′32″N,32.72555693,117°09′34″W,-117.15951311,0.6848,7.664°
32°42′23″N,32.70636126,117°09′29″W,-117.1581064,0.6708,165.041°
32°43′27″N,32.72422684,117°09′41″W,-117.1613195,0.5869,358.662°
32°42′57″N,32.71587178,117°09′44″W,-117.16211484,0.0607,278.767°
32°42′27″N,32.70741937,117°09′35″W,-117.15983311,0.5795,172.79°
32°42′42″N,32.71156872,117°09′32″W,-117.15884855,0.3161,155.72°
32°43′25″N,32.72369084,117°09′51″W,-117.16423429,0.5794,341.568°
32°42′43″N,32.71188702,117°09′40″W,-117.16099529,0.2662,178.892°
32°43′02″N,32.7171936,117°09′29″W,-117.15809172,0.201,59.962°
32°42′38″N,32.71052475,117°09′35″W,-117.15983131,0.3676,168.572°
32°43′32″N,32.72562192,117°09′22″W,-117.15603268,0.7436,23.264°
32°42′22″N,32.70622011,117°09′29″W,-117.15801608,0.6816,164.826°
32°42′58″N,32.71598429,117°09′05″W,-117.15131323,0.5684,88.281°
32°43′08″N,32.71894717,117°09′54″W,-117.16510024,0.3221,313.523°
32°42′24″N,32.70672944,117°09′57″W,-117.16569572,0.6779,203.306°
32°43′02″N,32.71715155,117°09′26″W,-117.15720658,0.2457,66.571°
32°42′25″N,32.70684855,117°09′31″W,-117.15865041,0.6305,167.029°
32°43′33″N,32.72573222,117°09′46″W,-117.1626774,0.6969,352.36°
32°42′53″N,32.71478862,117°10′25″W,-117.17353391,0.727,264.825°
32°42′45″N,32.71238054,117°09′02″W,-117.15054713,0.6552,110.74°
32°43′02″N,32.71723095,117°09′14″W,-117.15398409,0.4256,75.965°
32°42′34″N,32.70931574,117°09′03″W,-117.15071803,0.7486,126.363°
32°43′00″N,32.71670098,117°10′14″W,-117.17059224,0.5569,276.866°
32°43′27″N,32.72430062,117°09′19″W,-117.15519099,0.6839,30.069°
32°43′13″N,32.72021349,117°09′13″W,-117.15366994,0.5306,54.338°
32°43′34″N,32.72615427,117°09′48″W,-117.16331054,0.7315,349.805°
32°43′25″N,32.72361595,117°10′08″W,-117.1690172,0.7136,319.729°
32°42′45″N,32.71261997,117°09′19″W,-117.15540591,0.3943,123.13°
32°43′04″N,32.71778095,117°10′22″W,-117.17266071,0.6879,281.849°
32°42′45″N,32.71244881,117°09′19″W,-117.15531373,0.4053,124.117°
32°42′49″N,32.71359105,117°09′41″W,-117.16140339,0.1495,187.139°
32°43′02″N,32.71721862,117°10′15″W,-117.17075572,0.5717,280.315°
32°42′41″N,32.71138363,117°09′44″W,-117.16213013,0.307,191.43°
32°43′07″N,32.71866367,117°09′31″W,-117.1587442,0.2437,33.932°
32°42′48″N,32.71320532,117°09′44″W,-117.16235645,0.1901,202.918°
32°43′18″N,32.72174658,117°09′24″W,-117.15662292,0.4896,31.989°
32°42′55″N,32.71518205,117°09′50″W,-117.16377201,0.161,256.191°
32°43′01″N,32.71696709,117°09′53″W,-117.16482832,0.2337,291.313°
32°42′43″N,32.71191024,117°10′09″W,-117.16904953,0.5335,240.271°
32°42′35″N,32.70978078,117°09′56″W,-117.16563528,0.4895,212.736°
32°42′59″N,32.71638538,117°09′54″W,-117.16487602,0.225,281.471°
32°42′40″N,32.71098316,117°09′25″W,-117.15704327,0.404,144.435°
32°42′40″N,32.71097841,117°09′51″W,-117.16430181,0.3785,209.635°
32°42′43″N,32.71189238,117°10′02″W,-117.16723846,0.4458,233.403°
32°42′48″N,32.71319536,117°09′57″W,-117.16590491,0.3309,237.921°
32°43′32″N,32.72559104,117°09′46″W,-117.16275822,0.6879,351.864°
32°43′10″N,32.7195451,117°09′35″W,-117.15976047,0.2742,16.301°
32°42′55″N,32.71529835,117°10′23″W,-117.17307077,0.6977,267.507°
32°42′47″N,32.71295904,117°10′13″W,-117.17024614,0.5664,250.179°
32°42′21″N,32.705911,117°09′36″W,-117.15996657,0.6823,174.535°
32°42′52″N,32.71446998,117°09′29″W,-117.1580104,0.1991,116.121°
32°43′08″N,32.71899532,117°09′20″W,-117.15560796,0.39,54.737°
32°43′25″N,32.7236319,117°09′24″W,-117.15665204,0.6034,25.282°
32°43′20″N,32.72213595,117°09′48″W,-117.16324623,0.4597,344.127°
32°42′49″N,32.71353422,117°09′25″W,-117.1569831,0.283,122.567°
32°42′55″N,32.71531353,117°10′06″W,-117.16827836,0.4194,265.991°
32°42′56″N,32.71560692,117°10′00″W,-117.1665646,0.3188,268.373°
32°42′51″N,32.7140336,117°09′01″W,-117.15017709,0.6451,100.519°
32°43′21″N,32.72254823,117°09′26″W,-117.15717423,0.5227,25.779°
32°43′32″N,32.72563073,117°09′26″W,-117.15724868,0.7192,18.063°
32°43′28″N,32.72432238,117°09′38″W,-117.16057703,0.594,2.843°
32°42′54″N,32.71506544,117°08′54″W,-117.14843372,0.7371,93.612°
32°42′38″N,32.71057167,117°10′19″W,-117.1718973,0.7231,240.414°
32°43′11″N,32.71969389,117°09′19″W,-117.15518905,0.4385,51.421°
32°42′58″N,32.71615233,117°09′00″W,-117.14989992,0.651,87.476°
32°42′58″N,32.71616395,117°10′26″W,-117.17392903,0.7475,272.26°
32°42′41″N,32.71143744,117°09′21″W,-117.15575436,0.4294,133.802°
32°42′44″N,32.71228226,117°09′56″W,-117.16560797,0.3553,227.767°
32°43′15″N,32.7206991,117°09′00″W,-117.14995664,0.7323,62.076°
32°42′46″N,32.71270543,117°10′08″W,-117.16880935,0.4957,244.991°
32°42′57″N,32.71572326,117°10′16″W,-117.17116122,0.586,269.903°
32°43′02″N,32.71730877,117°09′39″W,-117.16094557,0.1089,4.234°
32°43′11″N,32.71964302,117°10′00″W,-117.16653268,0.4162,310.426°
32°42′27″N,32.7074417,117°09′52″W,-117.16436558,0.6043,198.41°
32°42′29″N,32.7079293,117°09′19″W,-117.15521994,0.6384,147.712°
32°42′46″N,32.71270414,117°09′15″W,-117.15404085,0.4601,117.11°
32°42′35″N,32.70960623,117°09′37″W,-117.16023425,0.4267,173.351°
32°43′00″N,32.71675866,117°10′25″W,-117.17370574,0.7374,275.493°
32°43′02″N,32.71715561,117°10′10″W,-117.16945187,0.4964,281.387°
32°42′23″N,32.70651568,117°09′52″W,-117.16431421,0.6645,196.423°
32°43′17″N,32.72125808,117°10′17″W,-117.17128694,0.7054,302.746°
32°42′33″N,32.70910933,117°09′19″W,-117.15531205,0.5679,143.771°
32°43′06″N,32.71828947,117°08′57″W,-117.14925049,0.7104,75.623°
32°43′10″N,32.71944259,117°09′22″W,-117.15624418,0.3805,47.702°
32°43′01″N,32.71707434,117°09′24″W,-117.15660143,0.2765,70.487°
32°43′17″N,32.72146485,117°09′33″W,-117.15924636,0.41,15.106°
32°42′24″N,32.70666538,117°09′29″W,-117.15814858,0.6499,164.771°
32°43′12″N,32.71987301,117°09′23″W,-117.15648242,0.3915,43.113°
32°43′25″N,32.72356869,117°09′23″W,-117.15639468,0.606,26.738°
32°42′57″N,32.71574326,117°09′57″W,-117.16569568,0.2682,270.079°
32°42′54″N,32.71498228,117°09′56″W,-117.1654268,0.2579,258.316°
32°43′05″N,32.7181719,117°10′21″W,-117.17242831,0.6808,284.309°
32°43′02″N,32.71717009,117°10′24″W,-117.1734504,0.7259,277.84°
32°42′48″N,32.71334703,117°10′04″W,-117.16764111,0.4156,246.571°
32°42′22″N,32.70612419,117°09′38″W,-117.16065019,0.6649,177.827°
32°42′46″N,32.71265586,117°09′10″W,-117.15268868,0.5327,113.572°
32°43′13″N,32.72029426,117°09′17″W,-117.1548421,0.4805,49.052°
32°43′33″N,32.72581492,117°09′35″W,-117.15985907,0.7001,5.838°
32°42′46″N,32.71286059,117°09′37″W,-117.16038095,0.203,168.386°
32°43′14″N,32.72050865,117°10′15″W,-117.17094245,0.6613,299.908°
32°42′50″N,32.7139775,117°09′18″W,-117.15497114,0.3757,108.895°
32°42′37″N,32.71036044,117°09′49″W,-117.16363028,0.4001,201.724°
32°42′48″N,32.71331823,117°10′11″W,-117.16969575,0.528,251.535°
32°42′31″N,32.70870236,117°09′42″W,-117.16155052,0.487,183.195°
32°43′19″N,32.72193755,117°09′04″W,-117.15113741,0.7198,53.465°
32°42′50″N,32.71402633,117°09′20″W,-117.1554355,0.3491,109.806°
32°42′52″N,32.71440444,117°10′07″W,-117.16857635,0.4453,258.058°
32°43′25″N,32.72374409,117°09′15″W,-117.15423371,0.6818,35.746°
32°42′27″N,32.70746932,117°09′35″W,-117.15963492,0.5777,171.613°
32°42′46″N,32.71266626,117°09′08″W,-117.15226354,0.5551,112.483°
32°42′54″N,32.71490016,117°09′12″W,-117.15325407,0.459,97.246°
32°42′52″N,32.71457025,117°10′04″W,-117.16764024,0.3897,258.049°
32°43′20″N,32.72234991,117°09′44″W,-117.16227034,0.4622,351.415°
32°43′26″N,32.72388982,117°09′47″W,-117.16313029,0.5759,348.074°
32°43′08″N,32.71880279,117°10′07″W,-117.16871799,0.4919,295.511°
32°43′14″N,32.72045307,117°09′41″W,-117.16148342,0.3267,355.921°
32°43′07″N,32.71854123,117°10′15″W,-117.17078394,0.5964,288.959°
32°43′08″N,32.71900799,117°09′19″W,-117.15518067,0.411,56.638°
32°43′07″N,32.71860156,117°09′42″W,-117.1616361,0.2005,350.783°
32°42′41″N,32.7113783,117°09′29″W,-117.1581348,0.3467,150.354°
32°43′22″N,32.7229073,117°09′23″W,-117.15627637,0.5689,29.429°
32°42′41″N,32.7112626,117°09′50″W,-117.16383583,0.3483,207.357°
32°42′50″N,32.71385796,117°09′50″W,-117.16377213,0.2033,230.268°
32°43′21″N,32.72243782,117°09′34″W,-117.15934696,0.474,12.303°
32°42′28″N,32.70771283,117°10′08″W,-117.16885434,0.7154,219.172°
32°42′41″N,32.71138761,117°09′07″W,-117.15193183,0.6113,119.462°
32°43′14″N,32.72051104,117°09′43″W,-117.16198101,0.334,351.013°
32°42′30″N,32.70821029,117°10′12″W,-117.1698731,0.7294,224.494°
32°42′23″N,32.70626361,117°09′19″W,-117.15518249,0.7393,152.34°
32°42′30″N,32.70831418,117°10′12″W,-117.1700207,0.7303,225.369°
32°42′23″N,32.7063941,117°09′22″W,-117.15610123,0.7078,155.834°
32°43′27″N,32.72428278,117°09′31″W,-117.15868131,0.6069,13.308°
32°43′13″N,32.72024983,117°09′54″W,-117.16505091,0.3879,323.508°
32°43′21″N,32.7224172,117°10′11″W,-117.16968953,0.6808,312.694°
32°43′04″N,32.71764734,117°09′39″W,-117.1608327,0.1328,6.314°
32°43′31″N,32.72530747,117°09′27″W,-117.15741177,0.695,17.891°
32°43′14″N,32.72050328,117°09′00″W,-117.14988796,0.7296,63.162°
32°43′25″N,32.72357285,117°10′09″W,-117.16923004,0.7195,318.824°
32°43′32″N,32.72569178,117°09′23″W,-117.15627471,0.7426,22.119°
32°42′50″N,32.71389667,117°10′20″W,-117.172285,0.6637,258.948°
32°42′37″N,32.7103519,117°10′10″W,-117.16939349,0.61,232.393°
32°43′26″N,32.72398092,117°09′30″W,-117.15826736,0.5928,16.037°
32°42′34″N,32.70952335,117°09′05″W,-117.15144157,0.7063,127.45°
32°43′02″N,32.71720276,117°09′30″W,-117.15841094,0.1855,56.921°
32°42′51″N,32.71407126,117°09′04″W,-117.15124047,0.5839,101.376°
32°43′00″N,32.71662111,117°10′24″W,-117.17345954,0.7222,274.851°
32°43′08″N,32.71879412,117°10′14″W,-117.17066022,0.5956,290.775°
32°42′59″N,32.7162812,117°08′55″W,-117.14868419,0.722,87.016°
32°43′21″N,32.72258114,117°09′52″W,-117.16447488,0.5124,337.369°
32°42′24″N,32.7065517,117°09′53″W,-117.16484252,0.6715,198.998°
32°43′01″N,32.71701225,117°09′49″W,-117.16355318,0.1685,301.522°
32°42′46″N,32.71269803,117°09′35″W,-117.15965109,0.226,158.37°
32°42′57″N,32.71584925,117°09′57″W,-117.1657696,0.2726,271.618°
32°43′17″N,32.72148059,117°09′58″W,-117.16614256,0.494,323.457°
32°43′00″N,32.71673027,117°09′53″W,-117.16475626,0.2243,287.805°
32°42′33″N,32.70924298,117°09′19″W,-117.15526649,0.5621,142.997°
32°43′13″N,32.72035875,117°10′18″W,-117.17167749,0.6939,297.407°
32°43′32″N,32.72569197,117°09′55″W,-117.16518576,0.7282,340.88°
32°42′38″N,32.71043541,117°09′13″W,-117.15361941,0.5681,130.172°
32°43′22″N,32.72274526,117°09′43″W,-117.16183579,0.4863,354.841°
32°43′07″N,32.71861747,117°10′07″W,-117.16859616,0.48,294.495°
32°42′57″N,32.71572485,117°09′33″W,-117.15926757,0.1056,90.492°
32°43′25″N,32.72355977,117°09′58″W,-117.16606824,0.6134,331.804°
32°43′17″N,32.72147132,117°09′35″W,-117.15967751,0.4046,11.66°
32°42′57″N,32.71582758,117°09′39″W,-117.16078742,0.0183,70.239°
32°43′02″N,32.71713776,117°10′02″W,-117.16732023,0.3753,284.939°
32°43′14″N,32.72059686,117°09′22″W,-117.15613254,0.4424,40.606°
32°42′35″N,32.70970995,117°10′18″W,-117.17156453,0.7383,235.647°
32°42′55″N,32.71539629,117°09′45″W,-117.16254982,0.0885,254.516°
32°42′25″N,32.70693475,117°09′25″W,-117.15699971,0.6532,158.676°
32°43′04″N,32.71765169,117°10′18″W,-117.17175315,0.6344,282.037°
32°42′56″N,32.7154531,117°09′19″W,-117.15515214,0.3455,93.266°
32°42′41″N,32.71147779,117°09′51″W,-117.16418376,0.3453,211.477°
32°42′32″N,32.70896554,117°09′22″W,-117.15621541,0.547,148.832°
32°42′28″N,32.70768853,117°10′04″W,-117.1678801,0.6824,215.392°
32°43′22″N,32.72271757,117°09′32″W,-117.15893241,0.4984,14.538°
32°42′54″N,32.71488661,117°09′11″W,-117.15314055,0.4656,97.258°
32°42′36″N,32.71006675,117°09′13″W,-117.15353992,0.5883,131.778°
32°43′08″N,32.71902301,117°10′15″W,-117.17095324,0.6172,291.587°
32°42′49″N,32.7134762,117°09′42″W,-117.16154118,0.1586,189.656°
32°42′42″N,32.71166655,117°09′57″W,-117.16572654,0.39,223.815°
32°42′45″N,32.71240015,117°09′34″W,-117.15940588,0.2505,157.073°
32°43′31″N,32.72520947,117°09′48″W,-117.16324226,0.6666,349.147°
32°43′02″N,32.71725043,117°09′38″W,-117.16050985,0.1097,17.707°
32°43′09″N,32.71906402,117°09′12″W,-117.15335294,0.5049,62.915°
32°43′01″N,32.71702927,117°09′33″W,-117.15913782,0.1441,51.737°
32°43′16″N,32.72109897,117°10′06″W,-117.16840724,0.5645,311.028°
32°42′54″N,32.71492946,117°09′25″W,-117.15695847,0.2463,103.112°
32°43′12″N,32.71994076,117°10′07″W,-117.16864218,0.5268,303.463°
32°43′18″N,32.72169783,117°09′46″W,-117.16272547,0.4228,346.952°
32°43′17″N,32.72140112,117°09′39″W,-117.16083484,0.3917,2.118°
32°42′37″N,32.71036977,117°09′03″W,-117.15079173,0.7042,121.793°
32°42′30″N,32.70842626,117°10′04″W,-117.16773318,0.6363,217.424°
32°42′38″N,32.71062857,117°10′01″W,-117.1669556,0.4912,224.038°
32°42′45″N,32.71253711,117°09′29″W,-117.15804711,0.2831,141.402°
32°42′25″N,32.70702756,117°09′26″W,-117.15719463,0.6431,159.409°
32°43′19″N,32.72194422,117°09′30″W,-117.15841831,0.4561,19.866°
32°43′17″N,32.7213707,117°09′18″W,-117.15500722,0.5258,42.226°
32°43′09″N,32.71906171,117°10′14″W,-117.17068424,0.6037,292.369°
32°43′17″N,32.72134728,117°09′20″W,-117.15563713,0.5006,39.245°
32°43′21″N,32.72241319,117°09′48″W,-117.16343962,0.4813,343.463°
32°43′20″N,32.72216378,117°10′00″W,-117.16663619,0.5491,323.985°
32°42′45″N,32.7124328,117°09′17″W,-117.15472592,0.4346,121.709°
32°42′35″N,32.70980353,117°09′23″W,-117.15644066,0.4911,146.642°
32°42′25″N,32.70699831,117°09′52″W,-117.16452409,0.6363,198.326°
32°42′33″N,32.70918514,117°09′53″W,-117.16468534,0.499,204.819°
32°42′29″N,32.70805114,117°10′06″W,-117.168428,0.6817,218.797°
32°42′39″N,32.71071008,117°09′22″W,-117.15597346,0.4573,139.462°
32°42′30″N,32.70821232,117°10′01″W,-117.16695471,0.6222,213.282°
32°42′40″N,32.71113571,117°09′21″W,-117.15569702,0.4464,135.437°
32°42′39″N,32.7109596,117°09′22″W,-117.15599031,0.4436,138.111°
32°42′46″N,32.71289875,117°09′43″W,-117.16181879,0.2008,192.288°
32°43′18″N,32.72179624,117°09′24″W,-117.15654198,0.4951,32.24°
32°43′26″N,32.72385444,117°09′26″W,-117.15730095,0.6026,21.41°
32°43′33″N,32.72595602,117°09′48″W,-117.16319893,0.7169,350.121°
32°42′48″N,32.71328898,117°09′23″W,-117.15639301,0.321,121.819°
32°42′31″N,32.70857083,117°09′08″W,-117.15235777,0.7092,134.307°
32°43′13″N,32.72029097,117°10′01″W,-117.16704002,0.468,312.259°
32°42′32″N,32.70895285,117°09′46″W,-117.16284091,0.48,192.293°
32°42′45″N,32.71251144,117°09′43″W,-117.16186215,0.2276,191.474°
32°42′32″N,32.70878233,117°10′03″W,-117.1674946,0.6084,217.795°
32°42′33″N,32.70921824,117°09′16″W,-117.15448204,0.592,139.568°
32°42′54″N,32.71497164,117°09′06″W,-117.15160496,0.5538,95.486°
32°42′53″N,32.71475054,117°10′12″W,-117.17008484,0.5279,262.574°
32°43′16″N,32.72119106,117°09′41″W,-117.16139613,0.3773,357.241°
32°42′58″N,32.71598125,117°09′39″W,-117.16088464,0.0204,34.561°
32°42′54″N,32.71493157,117°10′20″W,-117.17213643,0.6451,265.047°
